# RESIDUAL LEGACY POST CORPUS — NUMERIC CLAIM LEDGER v1
#
# TOTAL 2864 claims: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=963 | SOURCE_NATIVE_VARIANT=154 | SYSTEM_LAW_APPLICATION=152 | NEAR_MISS_<=3=16
# READ-ONLY. Every claim extracted from the 944-post residual corpus and classified against the
# LIVE canonical engine (public RPC: gematria_api + the 20 registered method functions).
# NOTHING was computed from memory. NO target-fitting: a claim is only ENGINE_MATCH if a registered
# method returns exactly the claimed value.
#
# class vocabulary:
#   ENGINE_MATCH             a registered canonical method reproduces the claimed value exactly
#   SOURCE_NATIVE_VARIANT    reproduces under an explicit historical operator (+כולל, -1, +אותיות, +מילים, combinations)
#   SYSTEM_LAW_APPLICATION   not a phrase calculation at all — a transform of an already-known number
#                            (millennium prefix +5000, decimal scaling x10, zero-law, אור-חוזר reversal,
#                             thousands-drop, spelled-numeral identity)
#   NEAR_MISS_<=3            within 3 of a registered method; recorded, NOT accepted
#   NOT_ENGINE_REPRODUCED    no registered method or justified operator reproduces it
#   NO_ENGINE_DATA           engine returned nothing for this string
#
# source: eq = '=' chain in body text | table = HTML table (value,phrase) row | begim = 'בגימטריה N'/'עולה N'
# columns: source	class	claimed_value	phrase	engine_detail	posts
#
eq	SYSTEM_LAW_APPLICATION	33	כמניין גל	albam digit-family(mod9); ragil digit-family(mod9); siduri digit-family(mod9)	1239
eq	SYSTEM_LAW_APPLICATION	1	פלא	albam digit-family(mod9); hakpala_calc mod100; ribua_calc mod100; ribua_gadol_calc mod100	1239
eq	NOT_ENGINE_REPRODUCED	502	בגימטריה שזה גימטריה של ארור המן	ragil=1700; gadol=2350	1374
eq	ENGINE_MATCH	502	ברוך מרדכי	ragil	1374
eq	ENGINE_MATCH	603	חוט השערה	gadol; ragil	1374
eq	ENGINE_MATCH	603	בני ישראל	gadol; ragil	1374
eq	SYSTEM_LAW_APPLICATION	7790	תשע"ט	gadol zero-law; gadol×10 (decimal scaling); ragil zero-law; ragil×10 (decimal scaling)	1536
eq	NOT_ENGINE_REPRODUCED	1820	פרה אדמה תמימה	ragil=830; gadol=830	1536
eq	ENGINE_MATCH	58	משיח ו	siduri	1536
eq	ENGINE_MATCH	776	ביאת המשיח"	gadol; ragil	1704
eq	NOT_ENGINE_REPRODUCED	776	והפלא שגם המסתתר	ragil=1570; gadol=2130	1704
eq	NOT_ENGINE_REPRODUCED	424	הראשי תיבות וסופי התיבות	ragil=2319; gadol=2319	1704
eq	NOT_ENGINE_REPRODUCED	1124	ה אחד"	ragil=18; gadol=18	1762
eq	ENGINE_MATCH	1124	חקת התורה"	gadol; ragil	1762
eq	ENGINE_MATCH	1124	יגל יעקב ישמח ישראל"	gadol; ragil	1762
eq	ENGINE_MATCH	1124	אלדולה אלאסלאמיה פי אלעראק ואלשאם"	ragil; ragil_calc	1762
eq	ENGINE_MATCH	1124	ערביי ארץ ישראל"	ragil	1762
eq	NOT_ENGINE_REPRODUCED	1118	שמע ישראל"	ragil=951; gadol=951	1508
eq	ENGINE_MATCH	1336	גבעת אסף"	gadol	1508
eq	ENGINE_MATCH	109	מובילאיי	gadol; ragil	1654
eq	ENGINE_MATCH	366	הר החוצבים	ragil	1654
eq	ENGINE_MATCH	366	המשיח בא	gadol; ragil	1654
eq	ENGINE_MATCH	30	יהודה	gadol; ragil; siduri	1654
eq	SYSTEM_LAW_APPLICATION	50	חמישים שערי טומאה	kadmi digit-family(mod9); ragil digit-family(mod9); siduri digit-family(mod9)	1654
eq	ENGINE_MATCH	333	שכחה	gadol; ragil	1654
eq	SYSTEM_LAW_APPLICATION	45	המשולש של נס	atbash digit-family(mod9)	1518
eq	NOT_ENGINE_REPRODUCED	336	המילוי והרגיל	ragil=355; gadol=355	1518
eq	ENGINE_MATCH	424	טילי קורנט	gadol; ragil	1518
eq	NOT_ENGINE_REPRODUCED	424	משיח בן דוד לעבר אוטובוס עם	ragil=926; gadol=2136	1518
eq	NOT_ENGINE_REPRODUCED	52	זה קולו של אליהו	ragil=536; gadol=536	1720
eq	NOT_ENGINE_REPRODUCED	39	הוה אחד"	ragil=29; gadol=29	1720
eq	NOT_ENGINE_REPRODUCED	860	א	ragil=1; gadol=1	1720
eq	NOT_ENGINE_REPRODUCED	974	בינה מלאכותית כל זה מרמז לנו שאנו	ragil=1766; gadol=1766	59
eq	NEAR_MISS_<=3	974	ב ערב שבת	gadol=976(-2); ragil=976(-2); ragil_calc=976(-2); gadol_calc=976(-2)	59
eq	NOT_ENGINE_REPRODUCED	974	נבראה תתקעד דורות לפני בריאת העולם תתקע"ד	ragil=3756; gadol=4316	59
eq	NOT_ENGINE_REPRODUCED	330	ס	ragil=60; gadol=60	59
eq	ENGINE_MATCH	116	אלי כהן	ragil; ragil_calc	1206
eq	ENGINE_MATCH	116	ינון	ragil	1206
eq	ENGINE_MATCH	116	עמו	gadol; ragil	1206
eq	ENGINE_MATCH	116	עליו	gadol; ragil	1206
eq	ENGINE_MATCH	1820	לעשות נחת רוח ליוצרו	gadol; ragil	1350
eq	ENGINE_MATCH	1820	מדוע באתי ואין איש קראתי ואין עונה	ragil	1350
eq	SYSTEM_LAW_APPLICATION	26	כפול שם ה'	fn_milui_only digit-family(mod9); miluy_demiluy_gadol_calc mod100; mistater_gadol_calc digit-family(mod9); ribua_calc digit-family(mod9)	1350
eq	NOT_ENGINE_REPRODUCED	1820	כפול שם ה'	ragil=481; gadol=1041	1350
eq	ENGINE_MATCH	775	י' שמיטות	gadol; ragil	1376
eq	ENGINE_MATCH	1335	עשר שמיטות	gadol; ragil	1376
eq	ENGINE_MATCH	413	אומיקרון	ragil; ragil_calc	1406
eq	NOT_ENGINE_REPRODUCED	233	אור י	ragil=217; gadol=217	1520
eq	SYSTEM_LAW_APPLICATION	50	שער החמישים	hakpala_calc digit-family(mod9); ribua_gadol_calc digit-family(mod9)	1520
eq	NOT_ENGINE_REPRODUCED	111	אותיות בגימטריה פלא	ragil=1213; gadol=1213	1783
eq	ENGINE_MATCH	14	יד'	gadol; ragil; siduri	97
eq	ENGINE_MATCH	65	אדני	gadol; ragil; ragil_calc; gadol_calc	97
eq	ENGINE_MATCH	208	בור	gadol; ragil	1033
eq	SYSTEM_LAW_APPLICATION	5	היכל	stair_triangle_calc mod100; triangle_reverse_calc mod100	1033
eq	SYSTEM_LAW_APPLICATION	5	א	miluy_demiluy_calc digit-family(mod9); miluy_demiluy_gadol_calc digit-family(mod9)	1033
eq	ENGINE_MATCH	14	חבד	gadol; ragil; siduri	1033
eq	NOT_ENGINE_REPRODUCED	7790	תשע	ragil=770; gadol=770	1473
eq	ENGINE_MATCH	333	החשך	ragil	1490
eq	ENGINE_MATCH	718	עני ורוכב על חמור"	gadol; ragil	1490
eq	ENGINE_MATCH	42	מ"ב	albam; gadol; ragil	1490
eq	ENGINE_MATCH	611	גמילות חסדים	ragil	139
eq	NOT_ENGINE_REPRODUCED	1441	דוד	ragil=14; gadol=14	175
eq	ENGINE_MATCH	70	סוד'	gadol; ragil	175
eq	SYSTEM_LAW_APPLICATION	70	ומצד שני ה'בלבול	misratar digit-family(mod9)	175
eq	ENGINE_MATCH	363	גיל פנצק	gadol; ragil	175
eq	ENGINE_MATCH	363	המשיח'	gadol; ragil	175
eq	SYSTEM_LAW_APPLICATION	33	גג	aiq_bekar_calc digit-family(mod9)	1125
eq	ENGINE_MATCH	358	בראק אובאמה	gadol; ragil	1247
eq	NOT_ENGINE_REPRODUCED	776	אגב ערמונית	ragil=782; gadol=782	1365
eq	ENGINE_MATCH	506	דעת	fn_milui_only	934
eq	NOT_ENGINE_REPRODUCED	506	הבית השלישי	ragil=1072; gadol=1072	934
eq	NOT_ENGINE_REPRODUCED	248	בגימטריה	ragil=279; gadol=279	955
eq	SYSTEM_LAW_APPLICATION	45	סוד ה"אדם	albam digit-family(mod9); kadmi_gadol digit-family(mod9); misratar digit-family(mod9)	1016
eq	ENGINE_MATCH	2008	עת להשליך אבנים"	gadol	1550
eq	SOURCE_NATIVE_VARIANT	2022	עת להשליך אבנים"	gadol+אותיות+כולל	1550
eq	NOT_ENGINE_REPRODUCED	702	כמניין שבת	ragil=882; gadol=1532	1196
eq	NOT_ENGINE_REPRODUCED	148	כמניין פסח	ragil=328; gadol=978	1237
eq	ENGINE_MATCH	776	מאה ארבעים ושמונה	ragil	1237
eq	ENGINE_MATCH	358	אובמה פיסבוק	misratar; mistater_calc; mistater_gadol_calc	1259
eq	SYSTEM_LAW_APPLICATION	71	גיל מדינת ישראל	gadol digit-family(mod9); ragil digit-family(mod9); siduri digit-family(mod9)	1493
eq	NOT_ENGINE_REPRODUCED	216	השנה הלועזית מרמזת על מידת הגבורה לגויים	ragil=2449; gadol=3009	1745
eq	NOT_ENGINE_REPRODUCED	2160	מכל האלהים כי בדבר אשר זדו עליהם"	ragil=1092; gadol=2212	1745
eq	NOT_ENGINE_REPRODUCED	358	פלא	ragil=111; gadol=111	1753
eq	ENGINE_MATCH	974	בינה מלאכותית	gadol; ragil	116
eq	NOT_ENGINE_REPRODUCED	974	תתקע"ד" התורה נבראה תתקע"ד דורות לפני בריאת	ragil=4221; gadol=4221	116
eq	ENGINE_MATCH	424	חיות	gadol; ragil	171
eq	ENGINE_MATCH	424	משיח בןדוד	ragil	171
eq	ENGINE_MATCH	777	סוד השבת	gadol; ragil	1203
eq	ENGINE_MATCH	776	ערמונית	gadol; ragil	1370
eq	ENGINE_MATCH	776	תשע'ו	gadol; ragil	1370
eq	SYSTEM_LAW_APPLICATION	76	בן דויד כל הגאולה זה במספר זה	kadmi digit-family(mod9); miluy digit-family(mod9)	1370
eq	NOT_ENGINE_REPRODUCED	3267	קשת בענן שלוש ושישים מעלות	ragil=2820; gadol=4030	1404
eq	NOT_ENGINE_REPRODUCED	3267	אלף תשע מאות חמישים ואחד שנה לחורבן	ragil=2406; gadol=4336	1404
eq	NOT_ENGINE_REPRODUCED	24	סך מ"ב מסעות של עם ישראל	ragil=1679; gadol=2719	907
eq	NOT_ENGINE_REPRODUCED	42	סך מ"ב מסעות של עם ישראל	ragil=1679; gadol=2719	907
eq	SYSTEM_LAW_APPLICATION	40	כתר	misratar digit-family(mod9); mistater_gadol_calc digit-family(mod9)	1070
eq	NOT_ENGINE_REPRODUCED	640	בידוד	ragil=26; gadol=26	1070
eq	ENGINE_MATCH	71	חזון	ragil	1108
eq	ENGINE_MATCH	10	י	gadol; ragil; siduri; fn_milui_only; ribua_calc; triangle_word_calc; ribua_gadol_calc; stair_triangle_calc; triangle_reverse_calc	1425
eq	ENGINE_MATCH	776	שובו בנים שובבים"	ragil	1707
eq	NOT_ENGINE_REPRODUCED	424	וגם דונאלד טרמפ	ragil=473; gadol=1033	1235
eq	NOT_ENGINE_REPRODUCED	861	בדיוק כמניין בית המקדש	ragil=1163; gadol=1813	1281
eq	ENGINE_MATCH	2015	סעודת המשיח	miluy	1319
eq	ENGINE_MATCH	40	לוד	gadol; ragil	1438
eq	ENGINE_MATCH	40	חלב	gadol; ragil	1438
eq	NOT_ENGINE_REPRODUCED	233	רגל" תעניות	ragil=1169; gadol=1169	1558
eq	ENGINE_MATCH	566	ל וויתן כחול	ragil	1575
eq	ENGINE_MATCH	216	יראה"	gadol; ragil	1660
eq	ENGINE_MATCH	216	גבורה"	gadol; ragil	1660
eq	ENGINE_MATCH	190	ציפי	gadol; ragil	939
eq	NOT_ENGINE_REPRODUCED	190	קץ רמז לכך שבהגיע עת קץ	ragil=1557; gadol=3657	939
eq	SYSTEM_LAW_APPLICATION	53	מלך המשיח	ragil mod100; ribua_calc digit-family(mod9); triangle_word_calc digit-family(mod9)	1096
eq	NOT_ENGINE_REPRODUCED	1358	התשפא	ragil=786; gadol=786	1421
eq	SYSTEM_LAW_APPLICATION	48	מלך משיח	kadmi_gadol digit-family(mod9); ragil mod100	1673
table	NOT_ENGINE_REPRODUCED	3333	התגלותו של משיח בעתה – מילוי הגבוה -2015 רגיל	ragil=2375; gadol=2375	1289
table	NOT_ENGINE_REPRODUCED	3333	המלכות האחרונה לבן דויד (משולש)	ragil=1558; gadol=2208	1289
table	NOT_ENGINE_REPRODUCED	3333	י"ג תיקוני דיקנא (משולש)- 1118 -אחרי	ragil=1649; gadol=1649	1289
table	NOT_ENGINE_REPRODUCED	3333	השכינה בט"ו ניסן חמשת אלפים שבע מאות שבעים ושש – מיקום האות 477 = בעתה	ragil=4418; gadol=6748	1289
table	SOURCE_NATIVE_VARIANT	3333	השכינה תשכן בבית המקדש השלישי	gadol+מילים	1289
table	NOT_ENGINE_REPRODUCED	3333	מלחמת גוג בראק אובאמה בישראל- אתב"ש	ragil=2134; gadol=2134	1289
table	NOT_ENGINE_REPRODUCED	3333	בית המקדש השלשי ירד בניסן התשע"ו – מסתתר	ragil=3773; gadol=4423	1289
table	NOT_ENGINE_REPRODUCED	3333	מלחמת גוג ומגוג תחל בשבע מאות שבעים וחמש – מסתתר גדול	ragil=3766; gadol=4326	1289
table	ENGINE_MATCH	3330	גאולת ישראל האחרונה השלמה בחמש שבע שבע שש	gadol; ragil	1289
table	NOT_ENGINE_REPRODUCED	3333	התגלות 120 358 – אותיות לפני (120 = אליהו הנביא – 358 = משיח)	ragil=2315; gadol=2315	1289
table	NOT_ENGINE_REPRODUCED	3333	בשורת אליהו לצמח דוד בן ישי בעתה – אחרי גדול	ragil=2253; gadol=2903	1289
table	NOT_ENGINE_REPRODUCED	3333	בית המקדש האחרון ירד מן השמים – רגיל ואתבש	ragil=2782; gadol=4642	1289
table	NOT_ENGINE_REPRODUCED	3333	רוח א-להים- מילו דמילוי -434 אחרי	ragil=705; gadol=1265	1289
table	NOT_ENGINE_REPRODUCED	3333	השעה אלף מאתים שלושים ושבע – מילוי	ragil=2142; gadol=3982	1289
table	ENGINE_MATCH	1111	חכמת יהוה אינסופית	gadol; ragil	1309
table	ENGINE_MATCH	1111	יהו-ה מפליא לעשות בימינו	gadol; ragil	1309
table	NOT_ENGINE_REPRODUCED	1111	התגלות יהו-ה אלהי-נו בעת ההיא – אותיות לפני	ragil=2458; gadol=2458	1309
table	ENGINE_MATCH	1111	שמחת המשיח	gadol; ragil	1309
table	ENGINE_MATCH	1111	המספר הגואל	miluy	1309
table	NOT_ENGINE_REPRODUCED	1111	עת גאולתך – מסתתר	ragil=2030; gadol=2510	1309
table	ENGINE_MATCH	396	דויד בן ישי	ragil	1313
table	ENGINE_MATCH	396	הישועה	gadol; ragil	1313
table	ENGINE_MATCH	396	יהו-ה ומשיחו	gadol; ragil	1313
table	ENGINE_MATCH	396	הוא עבדו ∆	kadmi; kadmi_gadol	1313
table	NOT_ENGINE_REPRODUCED	396	היסח הדעת – את בש	ragil=1265; gadol=1265	1313
table	ENGINE_MATCH	396	גלוי סודו	ribua_gadol_calc; ribua_calc	1313
table	NOT_ENGINE_REPRODUCED	396	הגואל בעתה – לפני	ragil=692; gadol=692	1313
table	NOT_ENGINE_REPRODUCED	396	רָנִּי וְשִׂמְחִי בַּת־צִיוֹן כִּי הִנְנִי־בָא וְשָֽׁכַנְתִּי בְתוֹכֵךְ נְאֻם־יְהוָֽה׃ – ניקוד –	ragil=None; gadol=None	1313
table	ENGINE_MATCH	396	בא סוד יהוה ∆	kadmi; kadmi_gadol	1313
table	ENGINE_MATCH	396	יהו-ה שלם	ragil	1313
table	SOURCE_NATIVE_VARIANT	396	לא יאמינו – מילוי ללא מילה	gadol+מילים+כולל; ragil+מילים+כולל	1313
table	NOT_ENGINE_REPRODUCED	396	מייחל – 514 מילוי – רגיל ומסתתר 152	ragil=1543; gadol=1543	1313
table	NOT_ENGINE_REPRODUCED	396	הגואל בעתה – לפני	ragil=692; gadol=692	1313
table	NOT_ENGINE_REPRODUCED	396	עת הגאולה – לפני	ragil=690; gadol=690	1313
table	NOT_ENGINE_REPRODUCED	396	סוד משיח מספר מסתתר 5776 – מיקום האות	ragil=2516; gadol=3076	1313
table	NOT_ENGINE_REPRODUCED	396	דעת – מסתתר – רגיל 474 – לפני 363 – ריבוע 4340	ragil=2275; gadol=2275	1313
table	NOT_ENGINE_REPRODUCED	396	השכינה – רגיל + אותיות	ragil=1456; gadol=1456	1313
table	ENGINE_MATCH	3960	משיח תשובה ∆	kadmi; kadmi_gadol	1313
table	ENGINE_MATCH	3960	התגלות משיח בחמשת אלפים שבע מאות שבעים ושש	ragil	1313
table	ENGINE_MATCH	3960	משיח בן דוד בתשע"ו בחמשת אלפים שבע מאות שבעים ושש	ragil	1313
table	NOT_ENGINE_REPRODUCED	3960	מלכות מלך המשיח ב5776 – אחרי	ragil=1170; gadol=1650	1313
table	NOT_ENGINE_REPRODUCED	3960	המשיח ימחה את זכר עמלק בימינו בראק אובאמה – מילוי ללא מילה	ragil=2012; gadol=2012	1313
table	NOT_ENGINE_REPRODUCED	3960	חטר מגזע ישי – מילוי גדול ללא מילה	ragil=942; gadol=942	1313
table	NOT_ENGINE_REPRODUCED	3960	מפלת המניות בזמן הזה ב-התשע"ו – אחרי – 1386 אתב"ש	ragil=2882; gadol=3532	1313
table	NOT_ENGINE_REPRODUCED	3960	חטר מגזע ישי – מילוי ללא	ragil=814; gadol=814	1313
table	ENGINE_MATCH	3960	משיח דויד בן ישי יתגלה בחמשת אלפים שבע מאות שבעים ושש	ragil	1313
table	NOT_ENGINE_REPRODUCED	3960	בית המקדש השלישי ירד על ציון ירושלם בניסן ה-תשע"ו	ragil=3525; gadol=5385	1313
table	NOT_ENGINE_REPRODUCED	3960	משיח בן דוד יבוא ב 2504 – אחרי גדול	ragil=707; gadol=1357	1313
table	NOT_ENGINE_REPRODUCED	3960	משיח יהו-ה האחרון שנת התגלותך 5776 – מסתתר = 424 !!	ragil=3368; gadol=4498	1313
table	NOT_ENGINE_REPRODUCED	3860	המקדש ירד בימינו בניסן התשע"ו – אי"ק בכ"ר	ragil=2067; gadol=2717	1313
table	NOT_ENGINE_REPRODUCED	3860	המשיח יקבץ נדחי ישראל בזמן הזה – בריבוע	ragil=1584; gadol=3044	1313
table	NOT_ENGINE_REPRODUCED	3860	המקדש השלישי ירד מהשמים בניסן 5776 – מסתתר	ragil=3025; gadol=4235	1313
table	NOT_ENGINE_REPRODUCED	3860	שכינתך בבית המקדש השלשי האחרון בירושלם בניסן 5776 – אותיות לפני רזא	ragil=4539; gadol=6879	1313
table	ENGINE_MATCH	3860	שכינת יהו-ה תשכן בית מקדש שלישי בתשע"ו	ragil	1313
table	ENGINE_MATCH	1692	חמש שבע שבע שש	gadol; ragil	1317
table	NOT_ENGINE_REPRODUCED	1692	גילוי השכינה (משולש)	ragil=1125; gadol=1125	1317
table	NOT_ENGINE_REPRODUCED	1692	סודך משיח – משולש	ragil=1124; gadol=1604	1317
table	NOT_ENGINE_REPRODUCED	1692	סוד משיחך משולש = 448 = מלך המשיח	ragil=1577; gadol=2537	1317
table	ENGINE_MATCH	1692	מי יהיה המשיח האמיתי בהתשע"ו?	gadol; ragil	1317
table	ENGINE_MATCH	1692	תיפח רוחם של מחשבי קיצים	ragil	1317
table	NOT_ENGINE_REPRODUCED	1692	במהרה בימנו – מילוי	ragil=456; gadol=456	1317
table	NOT_ENGINE_REPRODUCED	1692	דעת ארבע שבע ארבע – מסתתר	ragil=2492; gadol=2492	1317
table	NOT_ENGINE_REPRODUCED	1692	גאולה בעתה תהיה שנת? – מילוי 2626	ragil=1788; gadol=1788	1317
table	NOT_ENGINE_REPRODUCED	1692	הגאולה ברחמים (רגיל ו ∆ ) ריבוע 1331	ragil=887; gadol=1447	1317
table	NOT_ENGINE_REPRODUCED	1692	אמת מארץ תצמח בהתשע"ו – מילוי ללא	ragil=2250; gadol=3060	1317
table	NOT_ENGINE_REPRODUCED	1692	גאל ראשון כגואל אחרון	ragil=916; gadol=2216	1317
table	NOT_ENGINE_REPRODUCED	1692	העולם ישתנה תשע"ו – מילוי ללא מילה = 474 דעת	ragil=2408; gadol=2968	1317
table	NOT_ENGINE_REPRODUCED	1692	הכסא ושם יהוה יהיו שלמים בהתשעו – מילוי ללא מילה = 1234 – מסתתר 1821	ragil=3034; gadol=4154	1317
table	ENGINE_MATCH	1692	יבא שנת מוצאי שביעת	gadol; ragil	1317
table	NOT_ENGINE_REPRODUCED	1692	הכלכלה העולמית תקרוס בזמן הזה – לפני	ragil=1723; gadol=2373	1317
table	ENGINE_MATCH	2756	חמשת אלפים שבע מאות שבעים ושש	ragil	1317
table	NOT_ENGINE_REPRODUCED	2756	שנת התגלות במשיח יהוה תשעו – ריבוע = 7760 – ראשי תיבות 717 = צמח דוד	ragil=4525; gadol=4525	1317
table	ENGINE_MATCH	2756	הרחמן הוא יחזיר לנו עבודת בית המקדש למקומה במהרה בימינו אמן סלה	ragil	1317
table	NOT_ENGINE_REPRODUCED	2756	יפקון מן גלותא ברחמי – מילוי	ragil=1132; gadol=2432	1317
table	NOT_ENGINE_REPRODUCED	2756	חטר מגזע ישי יתגלה בחמשת אלפים שבע מאות שבעים ושש – לפני – ראשי תיבות 717 = צמח דוד (משולש)	ragil=None; gadol=None	1317
table	NOT_ENGINE_REPRODUCED	502	עשיו ישמעאל	ragil=837; gadol=837	1321
table	ENGINE_MATCH	502	בראק חוסיין אובאמה	ragil	1321
table	ENGINE_MATCH	502	סוף אמריקה	ragil	1321
table	ENGINE_MATCH	502	ההסכם עם איראן	ragil	1321
table	ENGINE_MATCH	502	יְהוָה מָלָךְ, יִרְגְּזוּ עַמִּים	ragil	1321
table	ENGINE_MATCH	566	משיח בן יוסף	ragil	1323
table	NOT_ENGINE_REPRODUCED	566	הוא מסתתר – מסתתר	ragil=2212; gadol=2212	1323
table	ENGINE_MATCH	566	סוד משיחך בימינו	ragil	1323
table	ENGINE_MATCH	1000	משיח בן יוסף משיח בן דויד	ragil	1323
table	ENGINE_MATCH	1000	במוצאי שביעת בן דוד בא	ragil	1323
table	NOT_ENGINE_REPRODUCED	1000	עשרה בטבת סוד יהו-ה – מסתתר	ragil=2184; gadol=2184	1323
table	NOT_ENGINE_REPRODUCED	1000	משיח בן יוסף ואליהו הנביא בימינו – מסתתר	ragil=1910; gadol=3280	1323
table	NOT_ENGINE_REPRODUCED	1000	שער נון משיח – מסתתר	ragil=2134; gadol=2784	1323
table	NOT_ENGINE_REPRODUCED	1139	אליהו יבשר, משיח בן יוסף – מסתתר	ragil=2230; gadol=3600	1323
table	ENGINE_MATCH	1139	משיח התשעו	gadol; ragil	1323
table	NOT_ENGINE_REPRODUCED	1948	יבשר – משולש	ragil=1188; gadol=1188	1323
table	ENGINE_MATCH	1948	מדינת ישראל תוקם בשנה	ragil	1323
table	NOT_ENGINE_REPRODUCED	566	עתי – מילוי	ragil=576; gadol=576	1323
table	ENGINE_MATCH	566	עתי אלה-ים	ragil	1323
table	ENGINE_MATCH	566	תיקון	ragil	1323
table	ENGINE_MATCH	1000	בן דויד עבדך אליהו תשע"ו	ragil	1323
table	ENGINE_MATCH	1000	אליהו הנביא עבדך בא התשע"ו	ragil	1323
table	NOT_ENGINE_REPRODUCED	1000	מתי יבא שילה לציון	ragil=994; gadol=1644	1323
table	NOT_ENGINE_REPRODUCED	1000	קץ ישמעאל קץ אדום בימינו – 1566 אתבש	ragil=1703; gadol=3883	1323
table	ENGINE_MATCH	1139	עת מלחמת העולם	ragil	1323
table	ENGINE_MATCH	1139	דאעש יביס את סוריה	gadol; ragil	1323
table	NOT_ENGINE_REPRODUCED	1139	אירן התשע"ה – מסתתר	ragil=2141; gadol=2791	1323
table	ENGINE_MATCH	1139	עת מלחמת העולם	ragil	1323
table	ENGINE_MATCH	1139	יהוה ילחם בעמלק בהתשעו	ragil	1323
table	ENGINE_MATCH	2936	תשע"ו ∆	kadmi; kadmi_gadol	1327
table	ENGINE_MATCH	2936	בית המקדש השלישי ירד משמים תשע"ו	ragil	1327
table	ENGINE_MATCH	2936	ועלו מושיעם בהר ציון לשפוט את הר עשו והיתה ליהוה המלוכה	ragil	1327
table	SYSTEM_LAW_APPLICATION	2936	המשיח יעשה צדק – ∆	kadmi-1000 (thousands-drop); kadmi_gadol-1000 (thousands-drop)	1327
table	NOT_ENGINE_REPRODUCED	2936	בית המקדש ירד בניסן ב5776	ragil=1249; gadol=1899	1327
table	NOT_ENGINE_REPRODUCED	2936	אליהו יבשר לצמח דוד בהתשעו – מילוי ללא מילה	ragil=1771; gadol=1771	1327
table	ENGINE_MATCH	2936	שכינתו ∆	kadmi; kadmi_gadol	1327
table	NOT_ENGINE_REPRODUCED	2936	תבנה בית מקדשך בעתה – אחרי גדול – ראשי תיבות 444	ragil=3401; gadol=3881	1327
table	NOT_ENGINE_REPRODUCED	2936	גלוי המשיח האמיתי האחרון -מילוי רגיל	ragil=1487; gadol=2137	1327
table	ENGINE_MATCH	2936	סוד עץ דעת	kadmi	1327
table	ENGINE_MATCH	1331	השכינה בציון בהתשעו	ragil	1338
table	ENGINE_MATCH	1331	יהוה אלהים יוצר בראשית	ragil	1338
table	ENGINE_MATCH	1331	מלחמות יהוה התשע"ו	gadol; ragil	1338
table	ENGINE_MATCH	1331	נשמת ישראל	gadol; ragil	1338
table	ENGINE_MATCH	1331	המשיח ישכן בירושלם	ragil	1338
table	ENGINE_MATCH	1331	המשיח פועל בהתשע"ה	gadol; ragil	1338
table	ENGINE_MATCH	1331	בית מקדש של מעלה	gadol; ragil	1338
table	ENGINE_MATCH	1335	המלכת המשיח בעתה	gadol; ragil	1338
table	ENGINE_MATCH	1335	אליהו התשבי יתגלה בימינו	gadol; ragil	1338
table	NOT_ENGINE_REPRODUCED	1335	המשיח האחרון ימשח בשמן טהור	ragil=1603; gadol=2903	1338
table	NOT_ENGINE_REPRODUCED	1335	המקדש השלישי בתשעו לפני	ragil=2052; gadol=2052	1338
table	ENGINE_MATCH	1335	המשיח שש שבע	gadol; ragil	1338
table	ENGINE_MATCH	1335	י-ה-ו-ה יגאלינו בי' טבת תשע"ו	gadol; ragil	1338
table	ENGINE_MATCH	1335	מזמור לדויד ∆	kadmi; kadmi_gadol	1338
table	ENGINE_MATCH	1335	מיועדו למשיח להתשעו	gadol; ragil	1338
table	ENGINE_MATCH	1335	מלכות ליהוה בהתשעו	gadol; ragil	1338
table	ENGINE_MATCH	1335	מסגד אל אקצה יחרב התשע"ו	gadol; ragil	1338
table	ENGINE_MATCH	1335	משיח אחרון עני ורכב על חמור	ragil	1338
table	ENGINE_MATCH	1335	משיח בא ∆	kadmi; kadmi_gadol	1338
table	ENGINE_MATCH	1335	משיח בן דויד אליהו הנביא ה-תשע"ו	ragil	1338
table	ENGINE_MATCH	1335	משיח יבא לציון בתשעו	ragil	1338
table	NOT_ENGINE_REPRODUCED	1335	משיח יהוה ב 2212 2015 – סופי תיבות (בכתיבת כל מספר ככתבו)	ragil=3072; gadol=3072	1338
table	NOT_ENGINE_REPRODUCED	1335	סוד ביאת המשיח נחשף – אותיות לפני	ragil=2277; gadol=2997	1338
table	ENGINE_MATCH	1335	עם ישראל יצעק למשיח יהוה	ragil	1338
table	SYSTEM_LAW_APPLICATION	1335	עת התגלות המשיח בימינו – לפני	aiq_bekar_calc-1000 (thousands-drop)	1338
table	NOT_ENGINE_REPRODUCED	1335	מפלת דמשק – אחרי גדול	ragil=1256; gadol=1256	1338
